Genere,Categoria,Nome,Prezzo_effettivo,Prezzo_originario,Colore,Taglia
Donna,Sandali_zeppe,Sandalo con tacco A475L Camoscio Rosso,50.0,74.9,"['Rosso', 'Blu', 'Nero', 'Rosa', 'Celeste']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con tacco A411 Nero,40.0,84.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con tacco A475L Blu,50.0,74.9,"['Blu', 'Rosso', 'Nero', 'Rosa', 'Celeste']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con tacco A475L Nero,50.0,74.9,"['Nero', 'Rosso', 'Blu', 'Rosa', 'Celeste']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con tacco A475L Rosa,50.0,74.9,"['Rosa', 'Rosso', 'Blu', 'Nero', 'Celeste']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con Tacco A405 Nude,80.0,99.9,"['Nude', 'Platino', 'Argento', 'Fuxia', 'Bianco']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con Tacco A405 Onda Platino,80.0,99.9,"['Platino', 'Nude', 'Argento', 'Fuxia', 'Bianco']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con Tacco A405 Onda Argento,80.0,99.9,"['Argento', 'Nude', 'Platino', 'Fuxia', 'Bianco']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con Tacco A405 Fuxia,80.0,99.9,"['Fuxia', 'Nude', 'Platino', 'Argento', 'Bianco']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con Tacco A405 Bianco,80.0,99.9,"['Bianco', 'Nude', 'Platino', 'Argento', 'Fuxia']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con tacco A475L Celeste,50.0,74.9,"['Celeste', 'Rosso', 'Blu', 'Nero', 'Rosa']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con tacco A412 Nero,50.0,89.9,"['Nero', 'Oro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Sandali_zeppe,Sandalo con tacco A412 Oro,50.0,89.9,"['Oro', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Stivaletto Anfibio D1027 Nero,139.9,139.9,"['Nero', 'Bordeaux']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Anfibio D1026 Nero,83.9,104.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Stivaletto Anfibio D1027 Bordeaux,111.9,139.9,"['Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Anfibio D294 Nero,83.9,104.9,"['Nero', 'T.Moro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Anfibio D315 Nero,99.9,99.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Hiking D418 Nero,95.0,119.9,"['Nero', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Hiking D418 Cuoio,95.0,119.9,"['Cuoio', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Anfibio D315N Nero,99.9,99.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Anfibio D8026 Bordeaux,76.9,109.9,['Bordeaux'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Anfibio D7842 Bordeaux,76.9,109.9,['Bordeaux'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino alto D7845 Nero,66.4,94.9,"['Nero', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino alto D7845 Blu Grigio,66.4,94.9,"['Blu', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Anfibio D433 Nero,76.9,109.9,"['Nero', 'T.Moro', 'Verde']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Anfibio D433 Testa di Moro,76.9,109.9,"['T.Moro', 'Nero', 'Verde']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Anfibio D433 Verde,76.9,109.9,"['Verde', 'Nero', 'T.Moro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Stivaletto Chelsea D340A Cuoio,63.9,79.9,['Cuoio'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Chelsea Anfibio D319 Rosso,99.9,99.9,"['Rosso', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Chelsea Anfibio D319 Nero,99.9,99.9,"['Nero', 'Rosso']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Anfibio D305 Rosso,99.9,99.9,"['Rosso', 'Bianco', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Anfibio D305 Bianco,99.9,99.9,"['Bianco', 'Rosso', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Anfibio D305 Nero,99.9,99.9,"['Nero', 'Rosso', 'Bianco']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Scarponcino Anfibio D313 Grigio,59.9,99.9,['Grigio'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Anfibio D681 Nero,73.4,109.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Scarponcini,Stivaletto D426 Nero,44.95,89.9,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Scarponcini,Stivaletto D426 Marrone,44.95,89.9,"['Marrone', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Scarponcini,Scarponcino Anfibio D427 Nero,44.95,89.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Scarponcini,Scarponcino D419 Nero Cuoio,75.0,94.9,['Cuoio'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino alto D431 Nero,55.0,94.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Scarponcini,Scarponcino Biker D7553 Nero,50.0,89.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Tronchetti,Stivaletto con tacco D82 Nero,109.9,109.9,"['Nero', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D83 Nero,111.9,139.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Texano D818 Testa di Moro,109.9,109.9,['T.Moro'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Texano D819 Nero,99.9,99.9,"['Nero', 'Bordeaux']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Texano D819 Bordeaux,99.9,99.9,"['Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Chelsea D295 Testa di Moro,99.9,99.9,"['T.Moro', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Chelsea D295 Nero,99.9,99.9,"['Nero', 'T.Moro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Scarponcino Anfibio D294 Testa di Moro,83.9,104.9,"['T.Moro', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D8085 Suede Bordeaux,87.9,109.9,"['Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D8085 Nero,87.9,109.9,"['Nero', 'Bordeaux']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con Tacco D5738 Nero,95.9,119.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco D5733 Bordeaux,83.9,104.9,"['Bordeaux', 'Cipria', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco D5733 Cipria,83.9,104.9,"['Cipria', 'Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco D5731 Blu,56.9,94.9,"['Blu', 'Bordeaux']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco D5731 Bordeaux,56.9,94.9,"['Bordeaux', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto D204 Burgundy,87.9,109.9,"['Bordeaux', 'Beige', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto D204 Beige,87.9,109.9,"['Beige', 'Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto D204 Nero,87.9,109.9,"['Nero', 'Bordeaux', 'Beige']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D82 Cuoio,87.9,109.9,"['Cuoio', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Chelsea D340 Nero,63.9,79.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Tronchetti,Stivaletto con tacco D5733 Nero,83.9,104.9,"['Nero', 'Bordeaux', 'Cipria']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Texano D7380 Nabuk Marrone,44.9,89.9,"['Marrone', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Texano D7380 Nabuk Nero,44.9,89.9,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Texano D7384 Nero,79.9,99.9,"['Nero', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Texano D7384 Cuoio,79.9,99.9,"['Cuoio', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Texano D7385 Bordeaux,79.9,99.9,['Bordeaux'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto D748 Nero,67.9,84.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D979 Nero,95.9,119.9,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D979 Marrone,95.9,119.9,"['Marrone', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D976 Nero,66.4,94.9,"['Nero', 'Bordeaux']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco D976 Bordeaux,66.4,94.9,"['Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D7297 Nero,83.9,104.9,"['Nero', 'Sabbia']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D7297 Suede Sabbia,83.9,104.9,"['Sabbia', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco A6724 Nero,124.9,124.9,"['Nero', 'Bordeaux']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco A6724 Bordeaux,124.9,124.9,"['Bordeaux', 'Nero']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco A6728 Nero,124.9,124.9,"['Nero', 'Cuoio']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco A6728 Cuoio,124.9,124.9,"['Cuoio', 'Nero']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto A639 Laminato Cuoio,85.0,109.9,['Cuoio'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto A631 Camoscio Beige,50.0,99.9,['Beige'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto A632 Nero,50.0,109.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto A749 Nero,40.0,89.9,"['Nero', 'Oro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto A749 Laminato Oro,40.0,89.9,"['Oro', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Texano con tacco D941 Nero,71.9,89.9,['Nero'],"[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Chelsea D2342 Grigio,53.9,89.9,"['Grigio', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Chelsea D2342 Nero,53.9,89.9,"['Nero', 'Grigio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Chelsea D2346 Nero,56.9,94.9,"['Nero', 'Grigio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Chelsea D2346 Stampa Pitone Grigio,56.9,94.9,"['Grigio', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco A3667 Nero,62.9,104.9,"['Nero', 'Cuoio']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco A3667 Cuoio,62.9,104.9,"['Cuoio', 'Nero']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco A3674 Nero,69.9,99.9,['Nero'],"[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D404 Nero,39.95,99.9,"['Nero', 'Rosso']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto con tacco D404 Suede Rosso,39.95,99.9,"['Rosso', 'Nero']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Tronchetti,Stivaletto Chelsea con tacco D5723 Blu,53.9,89.9,"['Blu', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto Chelsea con tacco D5723 Nero,53.9,89.9,"['Nero', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Tronchetti,Stivaletto con tacco D5725 Nero,62.9,89.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivaletto Anfibio D1027 Nero,139.9,139.9,"['Nero', 'Bordeaux']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale Texano D817 Nero,139.9,139.9,"['Nero', 'Grigio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivaletto con tacco D83 Nero,111.9,139.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivaletto Anfibio D1027 Bordeaux,111.9,139.9,"['Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale cavallerizzo D2352 Nero,124.9,124.9,"['Nero', 'T.Moro', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Stivali,Stivale cavallerizzo D2352 Testa di Moro,124.9,124.9,"['T.Moro', 'Nero', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Stivali,Stivale Texano D817 Pitone Grigio,139.9,139.9,"['Grigio', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale cavallerizzo D2352 Cuoio,124.9,124.9,"['Cuoio', 'Nero', 'T.Moro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Stivali,Stivale Cavallerizzo D34L Nero,83.9,104.9,"['Nero', 'T.Moro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Stivali,Stivale con tacco A6731 Nero,149.9,149.9,"['Nero', 'Cuoio']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivale con tacco A6731 Cuoio,149.9,149.9,"['Cuoio', 'Nero']","[34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivale con tacco D5735 Nero,83.9,119.9,"['Nero', 'Rosa']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivale con tacco D8086 Nero,103.9,129.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale Bikers D1025 Nero,111.9,139.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale D8025 Verde,100.8,144.9,"['Verde', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale D8025 Nero,100.8,144.9,"['Nero', 'Verde']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale D296 Nero,97.9,139.9,"['Nero', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale D296 Nabuk Ruggine,97.9,139.9,"['Cuoio', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale D7844EL Bordeaux,94.9,134.9,"['Bordeaux', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale D7844EL Nero,94.9,134.9,"['Nero', 'Bordeaux']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale Texano D7381 Nero,76.9,109.9,"['Nero', 'Cuoio', 'T.Moro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivale Texano D7381 Cuoio,76.9,109.9,"['Cuoio', 'Nero', 'T.Moro']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivale Texano D7381 Testa di Moro,76.9,109.9,"['T.Moro', 'Nero', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivale Texano D7382 Nero,76.9,109.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale Overknee D333 Suede Testa di moro,87.9,109.9,"['Cuoio', 'Cuoio', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale Overknee D333 Suede Camel,87.9,109.9,"['Cuoio', 'Cuoio', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]"
Donna,Stivali,Stivale Overknee D333 Suede Blu,87.9,109.9,"['Blu', 'Cuoio', 'Cuoio']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali,Stivale Cavallerizzo D34L Testa di Moro,83.9,104.9,"['T.Moro', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0]"
Donna,Stivali,Stivale con tacco D978 Blu,95.9,119.9,"['Blu', 'Marrone', 'Nero']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
